institution_name,12_Month_Enrollment
Teachers College of San Joaquin,678
Totally Cosmo School of Modern Cosmetology,26
U.S. Truck Driver Training School,521
University of the People,8508
South Dade Technical College-South Dade Skills Center Campus,397
Alabama School of Nail Technology & Cosmetology,46
Tulsa Technology Center,882
Ross Medical Education Center-Elyria,198
Ross Medical Education Center-Lafayette,158
Ross Medical Education Center-Midland,164
Paul Mitchell the School-Clear Lake,218
Paul Mitchell the School-Nampa,208
Academy of Beauty Professionals,66
Academy of Beauty Professionals,79
Academy of Beauty Professionals,91
Kenneth Shuler School of Cosmetology-Goose Creek,184
Clovis Community College,2758
Boca Beauty Academy-Parkland,155
American Beauty Academy-West Valley Campus,29
Caribbean Aviation Training Institute Inc,227
The College of Health Care Professions-McAllen Campus,730
Chamberlain University-North Carolina,163
Chamberlain University-California,198
Spartan College of Aeronautics and Technology,279
Purdue University Global,6016
Pima Medical Institute-Dillon,73
Arthur's Beauty College,110
Carolina University,377
National Personal Training Institute-Tampa,53
Presbyterian Theological Seminary in America,28
HCI College,572
Southern States University,116
America Evangelical University,45
Gadsden Technical College,28
Nashville Film Institute,99
Los Angeles Academy of Figurative Art,13
Westcliff University,1025
World Class Academy of Beauty Careers,18
Allied Health Careers Institute,121
Sacramento Ultrasound Institute,119
Regan Career Institute,61
Bolivar Technical College,123
Baldy View Regional Occupational Program,52
MAK Beauty Institute,15
Reformed University,157
Mobile Technical Training,44
American Barber and Beauty Academy,48
Master's Barber & Styling College,32
Yeshiva Shaar Ephraim,99
California Institute of Arts & Technology,264
"Elite Cosmetology, Barber & Spa Academy",148
Cutting Edge Academy,68
Yeshiva Bais Aharon,34
Mechon L'hoyroa,67
My Beauty & Barber College,74
Elyon College,30
Harmony Health Care Institute,145
American Beauty Schools,87
Hogan Institute of Cosmetology and Esthetics,103
J's Barber College,47
Ann Webb Skin Institute,227
Apex Academy Hair Skin Nails School of Cosmetology,33
The Esthetic Institute,153
Kor Beauty Academy,23
EduMed Partners,187
Massage Institute of Memphis,38
Metro Detroit Barber College,24
Digital Media Institute,32
Yeshiva Ohr Naftoli,45
Bais Medrash Mayan Hatorah,55
Allgood Beauty Institute,26
Ray J's College of Hair,21
Delta Designs Cosmetology School,31
Gwinnett Institute,688
Manuel and Theresa's School of Hair Design,8
Cincinnati School of Barbering & Hair Design,23
L Makeup Institute,108
Peloton College,274
Northern Technical College,51
Maine Media College,4
Purdue University Northwest,6126
Ross Medical Education Center-Portage,230
Ross College-Canton,242
Ross College-Grand Rapids North,244
American Institute-Somerset,473
Platt College-Anaheim,650
Advantage Career Institute,180
Bull City Durham Beauty and Barber College,15
Fortis College-Cutler Bay,419
Yeshiva Kollel Tifereth Elizer,200
Strand Institute of Beauty & Esthetics,37
Arkansas Welding Academy,73
Unitech Training Academy-Baton Rouge,280
Empire Beauty School-Tampa,115
Empire Beauty School-Lakeland,111
Galen College of Nursing-ARH,486
Commercial Divers International,47
Tricoci University of Beauty Culture-Janesville,58
Unlimited Cosmetology School,33
Johnny Matthew's Hairdressing Training School,131
The Culinary School of Fort Worth,133
Centralia Beauty College,28
University of Wisconsin-Milwaukee Flex,45
University of Wisconsin-Parkside Flex,10
Miller-Motte College-STVT-Arlington,79
Bnos Zion Of Bobov Seminary,142
ABC Adult School,266
Polytech Adult Education,31
Blush School of Makeup,74
California Institute of Medical Science,72
Union Bible College,42
San Bernardino Beauty College,138
Christina and Company Education Center,11
Institute of Medical Ultrasound,33
Mystros Barber Academy,22
European Medical School of Massage,29
Yeshiva Gedolah Tiferes Boruch,66
Yeshiva Chemdas Hatorah,76
Women's Institute of Torah Seminary and College,124
Yeshiva Gedolah Keren Hatorah,159
ICOHS College,165
Neo-Esthetique European Institute,291
Lehigh Valley Barber School,39
International Barber College,49
Brown Beauty Barber School,64
Yeshiva Gedolah of Cliffwood,116
Goshen School of Cosmetology,43
IBS School of Cosmetology and Massage,46
UR Beauty & Barber Academy,78
Urban Barber College,233
Yeshivas Emek Hatorah,92
Transitions Career Institute School of Nursing,91
Wilton Simpson Technical College,47
Stacey James Institute,112
Seminary Bnos Chaim,204
"Avenue Academy, A Cosmetology Institute",44
Salon Professional Academy of San Antonio,139
Red Lake Nation College,90
Princess Institute of Beauty,62
Vogue International Academy,0
Independent Training & Apprenticeship Program,117
Victory Career College,193
Winonah's International School of Cosmetology,346
Yeshiva Gedola Tiferes Yerachmiel,147
Southeastern Esthetics Institute,215
Installer Institute,23
Caris College,117
Contra Costa Medical Career College,75
Anousheh School of Hair,30
Another Level Barbering and Cosmetology School,29
The Salon Professional Academy-Georgetown,69
Elite Academy of Hair Design,57
Champion Christian College,93
Chicago Professional Center,140
D&S School of Cosmetology,12
DSDT,231
Houston School of Carpentry,214
GoodFellas Barber College,41
The Salon Professional Academy-Delray Beach,42
Lynnes Welding Training-Bismarck,41
No Grease Barber School,17
Pima Medical Institute-San Marcos,772
EDP University of Puerto Rico-Villalba,244
Wade Gordon Hairdressing Academy,90
American Massage & Bodywork Institute,198
KCK Beauty & Barber Academy,35
California College of Barbering and Cosmetology,361
Texas Tech University Health Sciences Center-El Paso,326
The College of Health Care Professions-South San Antonio,499
Innovate Salon Academy,140
Chamberlain University-Louisiana,187
Drury University-College of Continuing Professional Studies,642
Global Medical & Technical Training Institute,100
Salon Success Academy-West Covina,70
Indiana Institute of Technology-College of Professional Studies,2562
Advantage Technical College,366
Universal Technical Institute-Bloomfield,1005
Gould's Academy,204
Institute of Lutheran Theology,0
Urban Academy of Beauty,34
WellSpring School of Allied Health-Springfield,165
Medical Career College of Northern California,21
Premiere International College,24
Kenny's Beauty Academy,11
American Fitness and Nutrition Academy,64
San Diego Global Knowledge University,180
Crown Cutz Academy Bristol,49
MCI,141
Central Pennsylvania Diesel Institute,23
PMCA Pittsburgh Multicultural Cosmetology Academy,19
Health and Technology Training Institute,69
Yeshiva of Ocean,48
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,179
Pro Beauty Academy,56
South Eastern Beauty Academy,67
Ohel Margulia Seminary,204
Montana Barber Institute,44
Yeshivat Hechal Shemuel,80
American Institute of Healthcare & Technology,56
Premier Academy of Cosmetology,13
Yeshiva Gedolah of Woodlake Village,80
Yeshiva Gedola Tiferes Yaakov Yitzchok,75
University of Arkansas System eVersity,609
Careers Institute of America,20
Houston Barber School,149
Health-Tech Institute of Memphis,33
MIXED Institute of Cosmetology & Barber,40
Vski Cosmetology School,21
Shear Perfection Academy of Cosmetology,28
New York Seminary,132
Deluxe Barber College,88
Falcon Institute of Health and Science,140
College Unbound,85
Midwest Barber College,28
A Better U Beauty Barber Academy,
Tuana European Beauty Academy,
Southern Careers Institute-Waco,432
Elevate Salon Institute,53
Lil Lou's Beauty and Barber College-Hammond,10
Arizona College of Nursing-Dallas,55
Arizona College of Nursing-Tempe,521
The Salon Professional Academy-Washington DC,92
Valley College-Cleveland,160
National American University-Kings Bay,8
EDP University of Puerto Rico-Humacao,118
EDP University of Puerto Rico-Manati,231
UEI College-Sacramento,1210
Fortis Institute-Cookeville,398
Derech Hachaim Seminary,204
Evvaylois Academy School of Beauty,5
Avenue Five Institute-South Austin Campus,115
Pima Medical Institute-San Antonio,197
Faith Theological Seminary and Christian College,87
The Southwestern Baptist Theological Seminary,
Christ Mission College,37
Esteem Academy of Beauty,19
KC Beauty Academy,53
Urshan College,305
Texas Healthtech Institute,14
Xtylo Beauty College,60
Tonsorial Arts Barber College,33
Michael's Barber & Hair Stylist Academy,39
Yeshiva Yesoda Hatorah Vetz Chaim,140
North-West College-San Diego,282
West Virginia Junior College-United Career Institute,45
Aviation Institute of Maintenance-Charlotte,143
Ponce Health Sciences University-East,68
Fortis College-Landover,916
Stautzenberger College-Rockford Career College,1027
WellSpring School of Allied Health-Wichita,84
Access Careers-Islandia,392
Northern Pennsylvania Regional College,13
American Medical Institute Inc.,146
Apex College of Veterinary Technology,56
Meryma'at Barber College,30
Bais Medrash of Dexter Park,61
Makana Esthetics Wellness Academy,71
Oak Valley College,44
Paul Mitchell the School-San Jose,8
Zion Massage College,71
Great Lakes Boat Building School,10
Austin Career Institute,158
Professional Culinary Academy,16
Pacific Northwest Christian College,44
Royal Learning Institute,22
Mariano Moreno Culinary Institute,80
Webb's Barber School of Arts,20
Adrian H. Wallace Barber Academy,41
St. Louis Med Tech,8
Total Beauty Institute,13
Pearlands Innovative School of Beauty,28
Durant Institute of Hair Design,39
Premiere Aesthetics Institute,11
California Indian Nations College,0
Indian Bible College,23
Florida Professional Institute,18
The Professional Cosmetology Academy,39
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,13
Paul Mitchell the School-North Tahoe,7
Paul Mitchell the School-Fort Lauderdale,16
PCI Academy-Iowa City,5
Larry's Barber College,4
Royal Learning Institute,36
Paul Mitchell the School-Provo,160
Arizona College of Nursing-Tampa,41
Arizona College of Nursing-Fort Lauderdale,
Arizona College of Nursing-Tucson,
Arizona College of Nursing-Phoenix,
Empire Beauty School-Newport News,46
Tricoci University of Beauty Culture-Normal,62
Penn State,69005
Elite Welding Academy,54
Paul Mitchell the School-Murfreesboro-Nashville,108
Dorsey College-Woodhaven,327
Pathways College,4
San Joaquin Valley College-Madera,182
San Joaquin Valley College-Delano,192
San Joaquin Valley College-Atascadero,123
San Joaquin Valley College-Rancho Mirage,67
San Joaquin Valley College-Santa Maria,51
Advantage Technical College-Aguadilla,98
San Joaquin Valley College-Porterville,237
Ruben's Five Star Academy,21
Mason Anthony School of Cosmetology Arts & Sciences,
California Institute of Arts & Technology-National City,383
Triangle Tech-Chambersburg,17
Provo College-Idaho Falls Campus,
Miller-Motte College-Chattanooga 2,
Eagle Gate College-Boise Campus,
Elite Welding Academy South Point,14
Agape College of Business and Science,
United College of Health and Beauty,
The  Salon Professional Academy of Holland,
Turing School of Software & Design,
National Institute for Medical Assistant Advancement (NIMAA),
California Northstate University,
Antigua College International,
Burlington County Institute of Technology-Adult Education,
Riggins Urban Barber College,
Hair Arts Institute,
Florida Academy of Nursing,
Body Wisdom Massage Therapy School,
Lakewood University,
CTK Healthcare & Career Institute,
Aesthetics Institute,
Sierra Academy of Style,
Jolie Hair Academy,
Institute of Allied Healthcare,
Branford Academy of Hair & Cosmetology-Bridgeport,
United Education Institute-Las Vegas,
Larry's Barber College-Joliet,
Galen Health Institutes-Miami Campus,
Remington College-Online Dallas,
Madera Community College,
Ogle School Hair Skin Nails-Willowbrook,
Ohio Business College-Dayton-Driving Academy,
The Rapha School,
Academy of Allied Health Careers,
Mei Barber School,
Great Northern University,
Salon Professional Academy-Elevate Salon Institute,
Arizona College of Nursing-Salt Lake City,
